sigma_tp,diameter,epoch_mjd,ad,producer,rms,H_sigma,closeness,K2,K1,M1,two_body,full_name,M2,sigma_per,equinox,DT,diameter_sigma,saved,albedo,moid_ld,pha,neo,sigma_ad,PC,profit,spkid,sigma_w,sigma_i,per,id,A1,data_arc,A3,score,per_y,sigma_n,epoch_cal,orbit_id,sigma_a,sigma_om,A2,sigma_e,condition_code,rot_per,prov_des,G,last_obs,H,price,IR,spec_T,epoch,n_obs_used,moid,extent,spec_B,e,GM,tp_cal,pdes,class,UB,a,t_jup,om,ma,name,i,tp,prefix,BV,spec,q,w,moid_jup,n,sigma_ma,first_obs,n_del_obs_used,sigma_q,n_dop_obs_used
9.4348e-05,29.208,58200.0,3.545894743667103,Otto Matic,0.49098,,2636.5270416414683,,,,,710 Gertrud (1911 LM),,1.6085e-05,J2000,,0.249,-2.3908265249156988e+16,0.075,661.7407763,N,N,1.881e-08,,0.0,2000710.0,0.00013499,4.2159e-06,2021.474930471957,a0000710,,38797.0,,0.0,5.53449672956046,1.4171e-09,20180323.0,JPL 31,1.6598e-08,0.00013409,,3.8876e-08,0.0,8.288,1911 LM,,2017-07-05,11.1,0.0,,,2458200.5,2247.0,1.70039,,,0.1333025986536018,,20170615.4478065,710.0,MBA,,3.128815506008487,3.199,140.1889269185703,49.96291971434571,Gertrud,1.750931195284893,2457919.947806512,,,?,2.711736268349872,99.39470160998384,1.46162,0.17808778856137,1.6955e-05,1911-04-16,,1.2575e-07,
5.7842e-05,9.026,58200.0,2.674450948798104,Otto Matic,0.47234,,2688.306811669011,,,,,711 Marmulla (1911 LN),,5.8178e-06,J2000,,0.635,-705551294763523.6,0.453,308.57250383,N,N,8.4883e-09,,0.0,2000711.0,3.9451e-05,4.7021e-06,1222.040237984994,a0000711,,39033.0,,0.0,3.34576382747432,1.4025e-09,20180323.0,JPL 26,7.0998e-09,3.6949e-05,,3.4811e-08,0.0,2.721,1911 LN,,2018-02-26,11.7,0.0,,,2458200.5,2006.0,0.792899,,,0.1955743367035562,,20190427.9393099,711.0,MBA,,2.236959147326727,3.605,357.0850433600085,241.8875622198717,Marmulla,6.091593376393259,2458601.439309927,,,?,1.79946734585535,300.2689292636676,2.55696,0.2945893177736923,1.6729e-05,1911-04-16,,7.92e-08,
4.547e-05,112.818,58200.0,3.057099446701661,Otto Matic,0.52376,,2650.6736929538065,,,,,712 Boliviana (1911 LO),,7.8061e-06,J2000,,0.624,2.695398433325918e+18,0.038,429.2389432,N,N,1.054e-08,,1.480144645832855e+16,2000712.0,1.99e-05,4.8197e-06,1509.42510114104,a0000712,,39029.0,,132.55368464769035,4.13258070127595,1.2334e-09,20180323.0,JPL 113,8.8785e-09,1.7065e-05,,4.7869e-08,0.0,11.7426,1911 LO,0.03,2018-01-25,8.32,1.8837263740005824e+17,,C,2458200.5,2265.0,1.10296,,X,0.1871369036537138,,20180313.9276299,712.0,MBA,0.353,2.575186936984828,3.369,230.8213409193243,2.163772967720118,Boliviana,12.76492898126316,2458191.427629915,,0.743,X,2.093274427267996,181.5625994555353,2.31957,0.238501400121053,1.085e-05,1911-03-19,,1.2675e-07,
0.00010358,97.968,58200.0,3.947057612871471,Otto Matic,0.49528,,2630.6213525398557,,,,,713 Luscinia (1911 LS),,1.9542e-05,J2000,,0.876,-6.109420458997194e+17,0.048,726.1990034,N,N,2.2421e-08,,5.1435295044883256e+16,2000713.0,2.7479e-05,4.6735e-06,2293.477999909148,a0000713,,38994.0,,131.5510676269928,6.27920054732142,1.3375e-09,20180323.0,JPL 98,1.9334e-08,2.4065e-05,,4.3122e-08,0.0,9.9143,1911 LS,,2018-01-20,8.97,7.321751477485486e+17,,C,2458200.5,2211.0,1.86602,,C,0.1596920976303686,,20200708.7623986,713.0,OMB,0.281,3.403539285071102,3.099,217.617944979278,228.3421146795332,Luscinia,10.37147893178121,2459039.262398603,,0.663,C,2.860020957270732,137.3483813100676,1.61133,0.1569668425048162,1.5616e-05,1911-04-18,,1.4299e-07,
0.00018659,41.343,58200.0,2.680217801334328,Otto Matic,0.4521,,2646.855827730498,,,,,714 Ulula (1911 LW),,8.7687e-06,J2000,,2.348,-6.7802946594728696e+16,0.26,555.4039655,N,N,1.0626e-08,,0.0,2000714.0,4.7772e-05,4.5828e-06,1474.449780650537,a0000714,,38913.0,,0.0,4.03682349254083,1.452e-09,20180323.0,JPL 32,1.0052e-08,2.0849e-05,,4.5577e-08,0.0,6.998,1911 LW,,2017-11-30,9.1,0.0,,S,2458200.5,2211.0,1.42715,,,0.05718026780549842,,20190304.8252892,714.0,MBA,0.454,2.535251444768205,3.403,233.8420494863111,275.3195274926456,Ulula,14.27100322800946,2458547.325289205,,0.884,?,2.390285088202082,231.7080047624565,2.50691,0.244158875211854,4.5381e-05,1911-05-18,,1.1585e-07,
0.00016926,25.458,58200.0,2.996047563749587,Otto Matic,0.46866,,2641.321914061846,,,,,715 Transvaalia (1911 LX),,1.2192e-05,J2000,,0.591,3.0971385134815344e+16,0.273,608.7085804,N,N,1.4481e-08,,153914442829153.47,2000715.0,3.8152e-05,5.3061e-06,1681.598716259621,a0000715,,38760.0,,132.08609570309233,4.60396636895173,1.5521e-09,20180323.0,JPL 28,1.3376e-08,1.9209e-05,,4.6527e-08,0.0,11.83,1911 LX,,2017-07-04,10.0,2164489460869505.0,,,2458200.5,1909.0,1.56412,,X,0.0825951493645314,,20180927.542126,715.0,MBA,,2.767468120939047,3.292,46.08220622379451,319.6365264224721,Transvaalia,13.82029836962177,2458389.042125977,,,X,2.538888678128508,300.9060271565944,2.35301,0.2140819902626637,3.6122e-05,1911-05-22,,1.2743e-07,
0.00011349,19.768,58200.0,3.053136116496817,Otto Matic,0.48961,,2641.7822818133504,,,,,716 Berkeley (1911 MD),,1.0934e-05,J2000,,0.167,-1.0043153442115922e+16,0.17,615.8459582,N,N,1.2916e-08,,1.0214305239318751e-40,2000716.0,3.7727e-05,3.9201e-06,1723.068754181458,a0000716,,40768.0,,2.7402874330466364e-51,4.71750514491843,1.3258e-09,20180323.0,JPL 30,1.1899e-08,2.9395e-05,,3.8018e-08,0.0,15.55,1911 MD,,2018-02-26,10.84,1.3701437165233183e-39,,S,2458200.5,2128.0,1.58246,,S,0.08545055872864453,,20180821.7526734,716.0,MBA,0.351,2.812782297586049,3.299,145.9786588298367,328.2943804274215,Berkeley,8.480947469769713,2458352.252673382,,0.86,S,2.57242847867528,57.63787546968485,1.93679,0.2089295619378912,2.371e-05,1906-07-16,,1.0738e-07,
4.5958e-05,27.656,58200.0,3.965098508278189,Otto Matic,0.50235,,2642.4487360039316,,,,,717 Wisibada (1911 MJ),,1.3899e-05,J2000,,0.202,-2.0296011730662476e+16,0.086,510.9918851,N,N,1.8077e-08,,0.0,2000717.0,0.00013188,4.7433e-06,2032.415406059313,a0000717,,38787.0,,0.0,5.5644501192589,1.2113e-09,20180323.0,JPL 29,1.4316e-08,0.00013171,,3.9979e-08,0.0,,1911 MJ,,2017-11-02,11.1,0.0,,DX,2458200.5,2330.0,1.31303,,,0.2627322731566653,,20180131.0910291,717.0,MBA,0.242,3.140094375164707,3.156,343.5795511082175,9.017462407713477,Wisibada,1.645625665901468,2458149.5910291085,,0.701,?,2.315090242051225,24.48575527756163,1.49882,0.1771291434451437,8.1748e-06,1911-08-24,,1.2844e-07,
5.7334e-05,70.911,58200.0,3.66576162660105,Otto Matic,0.45901,,2639.7709299122457,,,,,718 Erida (1911 MS),,1.389e-05,J2000,,1.283,6.693120009132712e+17,0.042,560.6188435,N,N,1.7396e-08,,3588720441325006.5,2000718.0,3.7796e-05,5.1519e-06,1951.304707936212,a0000718,,41952.0,,132.0085464956123,5.34238113055773,1.3133e-09,20180323.0,JPL 29,1.4502e-08,3.627e-05,,4.4878e-08,0.0,17.447,1911 MS,,2017-11-02,9.7,4.677604071319794e+16,,,2458200.5,2228.0,1.44055,,X,0.199535513810023,,20160703.5402285,718.0,MBA,,3.055984240898112,3.194,38.53718132346076,115.7612733719742,Erida,6.929493481470173,2457573.040228535,,,X,2.446206855195174,174.4570269828214,1.30111,0.1844919445619297,1.0731e-05,1902-12-24,,1.3658e-07,
1.6825e-05,,58200.0,4.080614558638349,Otto Matic,0.40656,,2743.1028718638067,,,,,719 Albert (1911 MT),,3.8663e-06,J2000,,,-26328126446172.9,,79.11942851,N,Y,6.717e-09,,3.7318796092875065e-43,2000719.0,2.0275e-05,5.5263e-06,1565.855736225502,a0000719,,38882.0,,7.183663423239538e-54,4.28707935996031,5.6767e-10,20180323.0,JPL 86,4.344e-09,2.0135e-05,,3.3313e-08,0.0,5.801,1911 MT,,2018-03-18,15.5,3.591831711619769e-42,,,2458200.5,1143.0,0.203303,,S,0.5462867253098046,,20180928.8357546,719.0,AMO,,2.638976647633563,3.141,183.8995038941963,316.3555760065095,Albert,11.56569932114371,2458390.3357546236,,,S,1.197338736628778,156.1382323572649,1.41134,0.2299062369997,3.7724e-06,1911-10-04,,8.7937e-08,
0.00057944,33.73,58200.0,2.940629667377846,Otto Matic,0.50768,,2639.6649355973886,,,,,720 Bohlinia (1911 MW),,1.1759e-05,J2000,,1.4,-4.9892001232669464e+16,0.2029,717.3220357,N,N,1.2867e-08,,5.020688703904484e-40,2000720.0,0.00015439,4.4024e-06,1791.527924010879,a0000720,,45051.0,,1.3613097198545558e-50,4.90493613692232,1.3189e-09,20180323.0,JPL 27,1.2632e-08,9.9868e-05,,3.9197e-08,0.0,8.919,1911 MW,,2017-07-05,9.6,6.806548599272779e-39,,S,2458200.5,2511.0,1.84321,,Sq,0.01864665754228811,,20160828.7330825,720.0,MBA,0.44,2.886800487298284,3.291,35.70054289833279,114.7936839509833,Bohlinia,2.354333022608303,2457629.233082505,,0.806,Sq,2.832971307218723,114.6044722316865,2.02834,0.2009457933505333,0.00011628,1894-03-01,,1.1551e-07,
0.0001521,74.791,58200.0,3.964179786118625,Otto Matic,0.50981,,2627.76338332914,,,,,721 Tabora (1911 MZ),,2.3425e-05,J2000,,0.525,-2.769742637912737e+17,0.048,834.108061,N,N,2.5325e-08,,5985207165.246646,2000721.0,3.6315e-05,5.4541e-06,2444.542415826315,a0000721,,38728.0,,131.40816916645701,6.69279237734789,1.4112e-09,20180323.0,JPL 26,2.2688e-08,3.0498e-05,,4.9111e-08,0.0,7.982,1911 MZ,,2017-10-29,9.26,86908764867.43242,,D,2458200.5,2001.0,2.1433,,,0.1162305618416933,,20190314.2343932,721.0,OMB,0.24,3.551398717822273,3.089,38.40654480864515,307.5384919739441,Tabora,8.322504573748784,2458556.734393244,,0.782,D,3.138617649525921,352.7244068767573,1.47448,0.1472668249359507,2.2135e-05,1911-10-18,,1.7835e-07,
5.5529e-05,8.257,58200.0,2.486217869271977,Otto Matic,0.4513,,2686.634314524161,,,,,722 Frieda (1911 NA),,5.2886e-06,J2000,,0.073,-540143879564180.4,0.252,331.45803485,N,N,7.4981e-09,,0.0,2000722.0,4.5134e-05,4.4813e-06,1169.059374489575,a0000722,,39401.0,,0.0,3.20071012865044,1.3931e-09,20180323.0,JPL 24,6.55e-09,4.2319e-05,,3.9409e-08,0.0,,1911 NA,,2018-01-22,12.3,0.0,,,2458200.5,1946.0,0.851705,,,0.1447581802501727,,20161015.2164556,722.0,MBA,,2.171828000153399,3.668,45.68248681377153,161.2938402444562,Frieda,5.638573575480502,2457676.7164555965,,,?,1.857438131034821,257.4221084052052,2.72123,0.3079398770119611,1.7282e-05,1910-03-09,,8.5706e-08,
0.00025567,23.456,58200.0,3.157983853144207,Otto Matic,0.50185,,2637.323835526418,,,,,723 Hammonia (1911 NB),,1.5014e-05,J2000,,0.988,-8385117399841877.0,0.352,720.0306589,N,N,1.6678e-08,,733055854934249.2,2000723.0,6.9175e-05,5.3127e-06,1895.2640750944,a0000723,,41993.0,,131.8861917763209,5.1889502398204,1.5047e-09,20180323.0,JPL 24,1.5829e-08,4.805e-05,,4.4242e-08,0.0,5.436,1911 NB,,2018-01-27,9.9,1.0049029383919458e+16,,,2458200.5,2253.0,1.85017,,C,0.05364837728133388,,20201011.7051235,723.0,MBA,,2.997189500061268,3.246,163.2761814757722,182.6453775657263,Hammonia,4.988836017046219,2459134.2051234767,,,C,2.836395146978328,248.8984554372448,2.05541,0.1899471449550211,4.8668e-05,1903-02-07,,1.2788e-07,
2.7545e-05,9.492,58200.0,3.069755029924446,Otto Matic,0.50623,,2662.8831646717226,,,,,724 Hapag (1911 NC),,9.737e-06,J2000,,0.198,-820570300653957.4,0.103,332.79405546,N,N,1.4183e-08,,0.0,2000724.0,2.1676e-05,5.6789e-06,1404.962673443445,a0000724,,38544.0,,0.0,3.84657816137836,1.7758e-09,20180323.0,JPL 20,1.1343e-08,1.9938e-05,,5.8703e-08,0.0,3.1305,1911 NC,,2017-05-02,13.8,0.0,,,2458200.5,1258.0,0.855138,,,0.2504302748727721,,20190824.1761426,724.0,MBA,,2.454958978209949,3.422,204.2531601958476,226.9691267494971,Hapag,11.7134462922327,2458719.6761425906,,,?,1.840162926495452,205.8055625404173,2.34985,0.2562345653765095,6.8897e-06,1911-10-22,,1.4003e-07,
3.8331e-05,23.687,58200.0,3.141035077194065,Otto Matic,0.48381,,2663.3942018171088,,,,,725 Amanda (1911 ND),,8.1204e-06,J2000,,0.215,-1.2751837970181538e+16,0.068,392.789281,N,N,1.1286e-08,,0.0,2000725.0,6.2611e-05,3.7286e-06,1506.655155633191,a0000725,,37140.0,,0.0,4.12499700378697,1.2878e-09,20180323.0,JPL 26,9.2417e-09,6.2175e-05,,4.4399e-08,0.0,3.749,1911 ND,,2017-06-05,11.81,0.0,,CSU,2458200.5,2129.0,1.0093,,,0.2212254030055541,,20190206.8466505,725.0,MBA,0.417,2.572035489487586,3.391,68.6843061420411,283.3369402720195,Amanda,3.790402796355285,2458521.346650516,,0.738,?,2.003035901781107,323.4256191160778,2.29557,0.2389398786138991,8.9042e-06,1915-09-29,,1.1735e-07,
7.3042e-05,44.02,58200.0,3.295828706541303,Otto Matic,0.43496,,2654.4074130834188,,,,,726 Joella (1911 NM),,9.3827e-06,J2000,,3.5,-8.18451068991753e+16,0.0539,347.37547702,N,N,1.3734e-08,,0.0,2000726.0,2.074e-05,4.9672e-06,1501.12412599593,a0000726,,31490.0,,0.0,4.10985386994094,1.499e-09,20180323.0,JPL 22,1.0691e-08,1.6657e-05,,3.8689e-08,0.0,13.04,1911 NM,,2017-09-30,10.57,0.0,,,2458200.5,1491.0,0.892606,,,0.2845544364068535,,20180515.5466735,726.0,MBA,,2.565736891431687,3.326,241.9859588208822,347.1584220645863,Joella,15.43555343552216,2458254.046673485,,,?,1.835645076322071,113.2503256755605,2.41348,0.2398202745300331,1.7461e-05,1931-07-14,,1.0105e-07,
9.3867e-05,32.17,58200.0,2.838828422279024,Otto Matic,0.43599,,2646.626397839126,,,,,727 Nipponia (1912 NT),,8.3552e-06,J2000,,1.5,-3.1944477451681536e+16,0.2423,530.0573234,N,N,1.0527e-08,,0.0,2000727.0,2.7507e-05,4.2225e-06,1502.140553855059,a0000727,,38227.0,,0.0,4.11263669775512,1.333e-09,20180323.0,JPL 27,9.5184e-09,1.8183e-05,,4.3036e-08,0.0,5.0687,1912 NT,,2018-01-25,9.6,0.0,,DT,2458200.5,2220.0,1.36202,,,0.1059386822472257,,20180413.789436,727.0,MBA,0.273,2.566894953444102,3.376,133.0632996841539,354.777987365318,Nipponia,15.05847368558134,2458222.2894359757,,0.801,?,2.29496148460918,274.7969001071885,2.50617,0.2396579994302825,2.2484e-05,1913-05-29,,1.1266e-07,
8.3649e-05,5.887,58200.0,2.452218072617886,Otto Matic,0.46252,,2670.677260256653,,,,,728 Leonisis (1912 NU),,5.4499e-06,J2000,,0.481,-195760341093298.53,0.16,417.0384637,N,N,7.2108e-09,,0.0,2000728.0,6.3036e-05,3.5061e-06,1235.600066374004,a0000728,,38490.0,,0.0,3.38288861430254,1.2851e-09,20180323.0,JPL 30,6.6264e-09,5.7942e-05,,3.2556e-08,0.0,5.5783,1912 NU,,2017-07-05,12.8,0.0,,,2458200.5,2069.0,1.07161,,,0.08819340973445046,,20161223.5306035,728.0,MBA,,2.2534763128333,3.616,82.64270806302922,132.4125719946886,Leonisis,4.257283345361389,2457746.030603485,,,?,2.054734553048714,55.2352815213391,2.56353,0.2913564103767468,2.4375e-05,1912-02-17,,7.2329e-08,
0.00013414,50.025,58200.0,3.029294201517164,Otto Matic,0.47598,,2640.831048666597,,,,,729 Watsonia (1912 OD),,1.2232e-05,J2000,,0.415,-9.488083250583934e+16,0.133,609.2806603,N,N,1.4749e-08,,3890277167734083.5,2000729.0,3.2139e-05,5.4897e-06,1674.952796155063,a0000729,,36836.0,,132.06155243332987,4.58577083136225,1.5697e-09,20180323.0,JPL 27,1.3439e-08,1.5278e-05,,4.2697e-08,0.0,25.23,1912 OD,,2018-02-27,9.31,5.735456196380617e+16,,STGD,2458200.5,1753.0,1.56559,,L,0.0975020918510066,,20180428.6772585,729.0,MBA,0.375,2.760171688063088,3.264,124.37252704605,352.1169043792368,Watsonia,18.04026021578991,2458237.177258479,,0.78,L,2.491049174609013,88.33208848026972,2.17401,0.2149314302029274,2.8821e-05,1917-04-22,,1.2117e-07,
3.9884e-05,,58200.0,2.642065572033765,Otto Matic,0.50022,,2687.3897782569516,,,,,730 Athanasia (1912 OK),,5.8231e-06,J2000,,,-203460758807981.53,,327.66245984,N,N,8.3552e-09,,0.0,2000730.0,5.7286e-05,3.2637e-06,1227.59464064384,a0000730,,38551.0,,0.0,3.36097095316589,1.3911e-09,20180323.0,JPL 23,7.0955e-09,5.6238e-05,,3.5586e-08,0.0,5.7348,1912 OK,,2017-10-28,13.8,0.0,,,2458200.5,1820.0,0.841952,,,0.1775315550541464,,20160724.349996,730.0,MBA,,2.243732289545544,3.608,95.07561555780677,177.9040036624903,Athanasia,4.234566138750521,2457593.8499959856,,,?,1.845399007057324,123.4705214016436,2.33503,0.2932564122397846,1.1895e-05,1912-04-11,,8.0994e-08,
8.6724e-05,34.597,58200.0,3.408531032431705,Otto Matic,0.49792,,2638.1849194124748,,,,,731 Sorga (1912 OQ),,1.4474e-05,J2000,,0.409,7.77325843909914e+16,0.209,616.4413883,N,N,1.7428e-08,,397066188165310.9,2000731.0,3.0334e-05,5.1818e-06,1887.209593843477,a0000731,,37190.0,,131.92924597062375,5.16689827198762,1.4631e-09,20180323.0,JPL 41,1.5282e-08,2.5582e-05,,4.8316e-08,0.0,8.184,1912 OQ,,2017-11-25,9.62,5432477719290529.0,,CD,2458200.5,1988.0,1.58399,,Xe,0.1404759018801276,,20170712.335607,731.0,MBA,0.312,2.988691849439855,3.216,46.15383034140633,48.38846823408522,Sorga,10.68927148140595,2457946.8356069922,,0.691,Xe,2.568852666448004,288.6446937454715,2.07633,0.1907578263561212,1.6517e-05,1916-01-30,,1.4791e-07,
0.0002199,29.791,58200.0,2.563292546244874,Otto Matic,0.44516,,2650.51168870447,,,,,732 Tjilaki (1912 OR),,7.4344e-06,J2000,,0.431,-2.536867882129097e+16,0.138,530.6488618,N,N,9.0332e-09,,0.0,2000732.0,6.0096e-05,5.0501e-06,1406.403392064952,a0000732,,38137.0,,0.0,3.85052263399029,1.3531e-09,20180323.0,JPL 32,8.6573e-09,1.9605e-05,,3.7609e-08,0.0,12.34,1912 OR,,2018-01-26,10.5,0.0,,,2458200.5,2299.0,1.36354,,,0.04341527222041282,,20160723.109448,732.0,MBA,,2.456636982886139,3.466,173.3607496730885,155.6030083254443,Tjilaki,10.99349743044816,2457592.6094479878,,,?,2.349981419527403,64.26350965035965,2.42864,0.2559720788723567,5.6222e-05,1913-08-28,,9.1182e-08,
0.00026705,98.493,58200.0,3.598837833297978,Otto Matic,0.50475,,2628.6740850263664,,,,,733 Mocia (1912 PF),,2.3649e-05,J2000,,2.907,-9.167664323914899e+17,0.044,858.0303409,N,N,2.4805e-08,,0.0,2000733.0,4.5453e-05,5.7949e-06,2287.321045489728,a0000733,,39697.0,,0.0,6.26234372481787,1.6272e-09,20180323.0,JPL 28,2.3417e-08,1.4333e-05,,5.3309e-08,0.0,11.374,1912 PF,,2017-10-29,9.05,0.0,,CF,2458200.5,1566.0,2.20477,,,0.05927765563653507,,20150725.2769734,733.0,OMB,0.281,3.397445244075676,3.045,341.0045455538889,152.9388671843547,Mocia,20.29230952039398,2457228.7769733774,,0.704,?,3.196052654853374,189.9995955214482,1.39831,0.1573893619830364,4.1939e-05,1909-02-21,,1.7635e-07,
0.00014326,67.318,58200.0,3.460491075413297,Otto Matic,0.4741,,2634.8407420455956,,,,,734 Benda (1912 PH),,1.7474e-05,J2000,,0.267,-2.927090969073457e+17,0.051,720.7856487,N,N,1.9773e-08,,0.0,2000734.0,4.806e-05,4.5742e-06,2038.787033380177,a0000734,,37868.0,,0.0,5.58189468413464,1.5134e-09,20180323.0,JPL 27,1.798e-08,4.1734e-05,,3.7195e-08,0.0,7.11,1912 PH,,2017-10-29,9.9,0.0,,,2458200.5,2174.0,1.85211,,,0.09973684642016335,,20190812.7901693,734.0,MBA,,3.146653753284527,3.193,3.151893533295087,270.3366570572075,Benda,5.806191886809131,2458708.290169337,,,?,2.832816431155758,66.58614700199489,1.82595,0.1765755785699418,2.5023e-05,1914-02-24,,1.1562e-07,
4.8929e-05,67.976,58200.0,3.606394004831901,Otto Matic,0.48561,,2649.572842128205,,,,,735 Marghanna (1912 PY),,1.0773e-05,J2000,,0.404,-2.0408641852067568e+17,0.059,346.32783138,N,N,1.5743e-08,,1.9116535852773324e+16,2000735.0,1.7943e-05,5.2279e-06,1645.203645662042,a0000735,,38430.0,,132.49864210641027,4.50432209626842,1.4328e-09,20180323.0,JPL 28,1.1906e-08,1.6401e-05,,5.3841e-08,0.0,20.62,1912 PY,,2018-02-26,9.55,2.4458457989053664e+17,,C,2458200.5,1946.0,0.889914,,Ch,0.3222868578283287,,20160128.4916621,735.0,MBA,0.318,2.7273915515994,3.219,42.97811567377701,171.6644637805948,Marghanna,16.88408193169741,2457415.991662104,,0.705,Ch,1.848389098366899,309.9398143657129,2.00909,0.2188178958569796,1.1422e-05,1912-12-09,,1.4536e-07,
4.9913e-05,17.111,58200.0,2.566409923596665,Otto Matic,0.47884,,2690.3126383070235,,,,,736 Harvard (1912 PZ),,5.073e-06,J2000,,0.125,-4806940865397483.0,0.133,321.80934304,N,N,7.2742e-09,,0.0,2000736.0,5.016e-05,4.8408e-06,1193.200923859938,a0000736,,38399.0,,0.0,3.26680608859668,1.2827e-09,20180323.0,JPL 30,6.2403e-09,4.8595e-05,,4.2718e-08,0.0,6.7,1912 PZ,,2018-01-26,11.64,0.0,,S,2458200.5,2184.0,0.826912,,,0.165688708964081,,20161119.8633841,736.0,MBA,0.51,2.201625445851123,3.643,135.9330311935022,147.275432170249,Harvard,4.375864199197166,2457712.3633840904,,0.9,?,1.836840968105581,200.6439716245105,2.78928,0.3017094546284964,1.539e-05,1912-12-09,,9.4015e-08,
4.9051e-05,47.804,58200.0,3.224279902366184,Otto Matic,0.49745,,2654.3130643663126,,,,,737 Arequipa (1912 QB),,7.4134e-06,J2000,,0.368,-1.420282101308123e+17,0.231,375.16649589,N,N,1.0469e-08,,1.5784167148072725e-39,2000737.0,2.4732e-05,4.1614e-06,1522.101312811264,a0000737,,37550.0,,3.8752581208952883e-50,4.16728627737512,1.1519e-09,20180323.0,JPL 38,8.4084e-09,2.2873e-05,,3.7394e-08,0.0,7.0259,1912 QB,,2018-02-25,8.81,1.937629060447644e-38,,S,2458200.5,2023.0,0.964017,,S,0.245095453013124,,20160416.8790383,737.0,MBA,0.208,2.589584513029458,3.345,184.667620258034,166.7717806253731,Arequipa,12.36863137801457,2457495.3790382505,,0.832,S,1.954889123692733,134.2711778234126,2.22887,0.2365151366534818,1.2057e-05,1915-05-07,,9.6501e-08,
0.00020606,62.79,58200.0,3.20360034591777,Otto Matic,0.49849,,2636.610020836217,,,,,738 Alagasta (1913 QO),,1.2723e-05,J2000,,1.2,-2.3752758587823405e+17,0.0398,730.511007,N,N,1.4054e-08,,0.0,2000738.0,6.5976e-05,3.7741e-06,1933.371327843367,a0000738,,38401.0,,0.0,5.2932822117546,1.2253e-09,20180323.0,JPL 40,1.3324e-08,5.4789e-05,,3.1794e-08,0.0,18.86,1913 QO,,2018-02-26,10.13,0.0,,CGSU,2458200.5,2459.0,1.8771,,,0.05477647256647367,,20190922.2261276,738.0,MBA,,3.037231517046256,3.236,132.1026604028519,257.9185203166579,Alagasta,3.534120073958973,2458748.7261275654,,0.763,?,2.870862688174743,42.149706198318,1.76183,0.1862032372237423,3.8111e-05,1913-01-07,,9.4145e-08,
7.5049e-05,104.517,58200.0,3.132353905877861,Otto Matic,0.48204,,2641.583083128348,,,,,739 Mandeville (1913 QR),,1.1153e-05,J2000,,1.619,2.143130360547675e+18,0.051,540.6232889,N,N,1.4073e-08,,1.0021369749636094e+16,2000739.0,1.9968e-05,5.021e-06,1654.950909837492,a0000739,,36166.0,,132.0991541564174,4.53100865116356,1.466e-09,20180323.0,JPL 39,1.2302e-08,1.1766e-05,,4.3025e-08,0.0,11.931,1913 QR,,2017-06-04,8.5,1.4977641647226128e+17,,X,2458200.5,1953.0,1.38917,,X,0.1439657756410135,,20170817.5871118,739.0,MBA,0.312,2.738153511736544,3.244,136.5749811724851,47.2936322713993,Mandeville,20.65577935207796,2457983.087111786,,0.72,X,2.343953117595228,45.47577324029974,1.96133,0.2175291108999421,1.6403e-05,1918-05-29,,1.2221e-07,
0.00012576,90.9,58200.0,3.389089088221824,Otto Matic,0.44702,,2636.08496053655,,,,,740 Cantabia (1913 QS),,1.4861e-05,J2000,,1.7,-7.206663686257558e+17,0.0552,677.0935328,N,N,1.7234e-08,,0.0,2000740.0,3.2733e-05,4.5474e-06,1948.377135098123,a0000740,,38318.0,,0.0,5.33436587295858,1.4093e-09,20180323.0,JPL 31,1.5524e-08,2.5055e-05,,4.2475e-08,0.0,64.453,1913 QS,,2018-01-27,9.1,0.0,,CX,2458200.5,2063.0,1.73984,,,0.1101114621968433,,20191207.079578,740.0,MBA,0.324,3.052926848908507,3.2,116.0814853375519,244.6893427107746,Cantabia,10.84393235220261,2458824.579578043,,0.708,?,2.71676460959519,47.96646654508807,1.67095,0.1847691566047196,2.282e-05,1913-03-01,,1.2915e-07,
0.00014418,29.64,58200.0,2.910946767837651,Otto Matic,0.47113,,2644.0573130293365,,,,,741 Botolphia (1913 QT),,9.6665e-06,J2000,,1.3,4.887900765374436e+16,0.1391,602.5013189,N,N,1.1458e-08,,257190211200717.53,2000741.0,4.3251e-05,4.5689e-06,1637.182851469394,a0000741,,39637.0,,132.22286565146683,4.48236235857466,1.2983e-09,20180323.0,JPL 28,1.0701e-08,2.8478e-05,,3.9034e-08,0.0,23.93,1913 QT,,2017-10-27,10.0,3415995005188208.0,,X,2458200.5,2238.0,1.54817,,X,0.07078371314646101,,20160619.344313,741.0,MBA,,2.718519839346393,3.341,100.7146147512034,141.0936152371543,Botolphia,8.41403070097865,2457558.8443130055,,,X,2.526092910855135,62.00703460168953,2.11167,0.2198899161916429,3.174e-05,1909-04-20,,1.065e-07,
